token,count,files,category,registered,builtin_allowed,baseline_allowed,first_file,first_line,first_context
CEA/REFPROP,1,1,needs_registry_or_waiver,false,false,false,README.md,19,"The core repository is intentionally pure Rust. It does not include C/C++/Fortran source, BLAS/LAPACK native linkage, CEA/REFPROP/CoolProp/Cantera wrappers, Python/Matlab/Julia runtime dependencies, `bindgen`, `cc`, `cmake`, `pkg-config`, `"
CI/PR,1,1,compound_registered_or_known,false,false,false,docs/deployment/deploy_agent_prompt_nomenclature_policy_v0_002.md,120,"Adds ACX-NOM-001 as a governed repository policy, integrates acronym/source registries, captures the current repository acronym inventory and adoption baseline, exports an AI-facing terminology JSONL index, and adds CI/PR checks for future "
CO3--,1,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,332,"/// Splits total inorganic carbon into CO2, HCO3-, and CO3-- by pH."
D0,1,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,639,"/// `D = sat(D0 + K_N (C_NO3,sp - C_NO3))`."
DIC,1,1,needs_registry_or_waiver,false,false,false,nomenclature/registry/acronyms.yaml,1498,- DIC
DIR,1,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,305,"PathBuf::from(env!(""CARGO_MANIFEST_DIR""))"
DOF,1,1,needs_registry_or_waiver,false,false,false,validation/source_registry/flight_dynamics_basic_performance.yaml,19,"- No flight-envelope solver, trim solver, 6-DOF simulation, control-law model, aircraft database, native library, or foreign runtime dependency is included."
EE,1,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,399,"I(z,t)&=I_0(t)\exp\left[-\int_0^z \kappa_X X(\zeta,t)+\kappa_EE(\zeta,t)\,\dd\zeta\right],\label{eq:biofilm_light}\\"
EW,1,1,chemical_formula_or_unit_symbol,false,false,false,nomenclature/schemas/waiver.schema.json,38,"""pattern"": ""^ACX-NOM-[EW]"""
EXPANSIONS,1,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,74,pub const SOURCE_ID_GAS_DYNAMICS_EXPANSIONS: &str = SOURCE_ID_GAS_DYNAMICS_EXPANSION_FLOW;
FAA/NASA,1,1,compound_registered_or_known,false,false,false,validation/source_registry/flight_dynamics_basic_performance.yaml,12,"- Exact textbook, NASA handbook, FAA/NASA educational source, or other source edition selected for each equation."
FX,1,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,271,"\frac{\partial X_k}{\partial t}+\frac{1}{r^2}\frac{\partial}{\partial r}\left(r^2u_FX_k\right)&=R_{X,k},\label{eq:solids_balance}\\"
GNSS,1,1,needs_registry_or_waiver,false,false,false,nomenclature/registry/acronyms.yaml,132,- GNSS
HCO3,1,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/examples/thinfilm_demo.rs,27,"""carbonate species: CO2={:.4}, HCO3={:.4}, CO3={:.4}"","
HELPERS,1,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,135,pub const SOURCE_ID_ASTRODYNAMICS_HOHMANN_CELESTIAL_HELPERS: &str =
ICAO,1,1,needs_registry_or_waiver,false,false,false,nomenclature/registry/concepts.yaml,16,- source: ICAO
IDE,1,1,needs_registry_or_waiver,false,false,false,nomenclature/ADOPTION_PLAN.md,106,## Phase 6 — Generated docs and IDE integration
INV-001,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,131,### INV-001 — No context-free symbols
INV-002,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,147,### INV-002 — One occurrence resolves to one binding
INV-003,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,157,### INV-003 — Same glyph does not imply same meaning
INV-004,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,161,### INV-004 — Different glyphs may still represent the same concept
INV-005,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,176,"### INV-005 — Units, dimensions, frames, and time scales are semantic identity"
INV-006,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,195,### INV-006 — Rust code must use semantic identifiers
INV-007,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,218,"### INV-007 — Source terms are preserved, not trusted"
INV-008,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,229,"### INV-008 — Meaning changes are versioned, not silently edited"
INV-009,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,242,### INV-009 — Acronyms are scoped bindings
INV-010,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,258,"### INV-010 — AI receives scoped terminology, not a full glossary dump"
K/W,1,1,compound_registered_or_known,false,false,false,crates/aero-codex-heat-transfer/src/lib.rs,172,"/// One-dimensional plane-wall conduction thermal resistance, `R = L/(k*A)`, in K/W."
LSR,1,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,138,"5 & \Chl{} / PBR@LSR hybrid life-support and ESM analysis & Useful for NASA/ESA-style trade studies of oxygen, food substitution, power, cooling, volume, launch mass, and crew time. & Equivalent system mass, productivity-to-reactor-volume s"
LTIP,1,1,needs_registry_or_waiver,false,false,false,data/thinfilm/parameter_cards/poughon_c4a_symbolic.toml,8,"notes = ""Use this as a schema for calibrated light-transfer, LTIP/physiology, carbonate, kLa, and feasibility-map parameters."""
MATH,1,1,needs_registry_or_waiver,false,false,false,nomenclature/README.md,66,│   ├── RUST_MATH_BRIDGE.yaml
MEMORY,1,1,needs_registry_or_waiver,false,false,false,README.md,4,"<img src=""assets/aerocodex_patch.png"" alt=""AeroCodex project patch showing a terminal prompt, rocket, orbital paths, and a RESEARCH READY / MEMORY SAFE banner."" width=""220"">"
MM,1,1,chemical_formula_or_unit_symbol,false,false,false,nomenclature/templates/AI_TERMINOLOGY_PACK.md,4,Generated at: `<YYYY-MM-DDTHH:MM:SSZ>`
MPC,1,1,needs_registry_or_waiver,false,false,false,docs/phase_0_001/thinfilm_implementation_plan.md,27,"- Keep fast local safety control below any MPC, ROM, or learning layer."
MPC/ROM,1,1,needs_registry_or_waiver,false,false,false,docs/phase_0_001/tracked_tasks.md,254,- **Acceptance criteria:** State schemas are named and traceable; any control/MPC/ROM/learning layer remains future-bound and clearly outside validated life-support readiness.
N/M,1,1,compound_registered_or_known,false,false,false,nomenclature/examples/rust/good_bad_examples.rs,36,// BAD: const generics N/M are not self-describing.
NACA/NASA,1,1,compound_registered_or_known,false,false,false,validation/source_registry/aerodynamics_basic_coefficients.yaml,10,"- Exact textbook, NASA educational page, NACA/NASA report, or other source edition selected for each equation."
NASA-,1,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,375,NASA- and ESA-style mission trades often use equivalent system mass:
NASA/BVAD/ECLSS,1,1,compound_registered_or_known,false,false,false,archive/prompts/Pasted markdown.md,1271,research_required unless exact NASA/BVAD/ECLSS source data has been verified.
NASA/ESA,1,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,138,"5 & \Chl{} / PBR@LSR hybrid life-support and ESM analysis & Useful for NASA/ESA-style trade studies of oxygen, food substitution, power, cooling, volume, launch mass, and crew time. & Equivalent system mass, productivity-to-reactor-volume s"
NH4/,1,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,500,* C_NH4/(K_NH4 + C_NH4 + C_NH4**2/KI_FA_Nts)
NITROBACTER,1,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,77,"pub const NITROBACTER_RATE: &str = ""life_support.thinfilm.c3.nitrobacter_rate"";"
NITROSOMONAS,1,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,76,"pub const NITROSOMONAS_RATE: &str = ""life_support.thinfilm.c3.nitrosomonas_rate"";"
NO2/,1,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,503,* C_NO2/(K_NO2 + C_NO2 + C_NO2**2/KI_FNA_Ntb)
NOM-2026-0014,1,1,compound_registered_or_known,false,false,false,nomenclature/registry/symbols.yaml,24,introduced_by: NOM-2026-0014
O-O,1,1,compound_registered_or_known,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,421,"-D_O\nabla O\cdot \bm n&=k_O(O-O^*),\label{eq:oxygen_bc}\\"
PLOS/PMC,1,1,needs_registry_or_waiver,false,false,false,docs/phase_0_001/thinfilm_citation_verification.md,15,"- `polizzi2022`: DOI, title, journal, and article number matched PLOS/PMC records."
PMC,1,1,needs_registry_or_waiver,false,false,false,data/thinfilm/source_verification.csv,6,"polizzi2022,Polizzi et al.,Understanding Photosynthetic Biofilm Productivity and Structure through 2D Simulation,10.1371/journal.pcbi.1009904,verified_against_plos_and_pmc,""PLOS and PMC records confirm title, journal, article number, and DO"
PP,1,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,377,"\ESM=M+\lambda_VV+\lambda_PP+\lambda_QQ+\lambda_tt_{\rm crew},"
QQ,1,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,377,"\ESM=M+\lambda_VV+\lambda_PP+\lambda_QQ+\lambda_tt_{\rm crew},"
RBC,1,1,needs_registry_or_waiver,false,false,false,validation/source_registry/life_support_blanken_2014.yaml,12,- Biotechnology and Bioengineering article on Chlorella sorokiniana in an RBC photobioreactor.
READY,1,1,needs_registry_or_waiver,false,false,false,README.md,4,"<img src=""assets/aerocodex_patch.png"" alt=""AeroCodex project patch showing a terminal prompt, rocket, orbital paths, and a RESEARCH READY / MEMORY SAFE banner."" width=""220"">"
RHS,1,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,161,"return Err(numerical_failure(ID, ""finite-volume RHS was not finite""));"
RT,1,1,chemical_formula_or_unit_symbol,false,false,false,archive/prompts/Pasted markdown.md,695,air density near sea level from p/(RT)
RUST,1,1,needs_registry_or_waiver,false,false,false,nomenclature/README.md,66,│   ├── RUST_MATH_BRIDGE.yaml
S&,1,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,422,S&=S_{\rm medium}\quad \text{on wetted nutrient boundaries}.\label{eq:nitrate_bc}
SAFE,1,1,needs_registry_or_waiver,false,false,false,README.md,4,"<img src=""assets/aerocodex_patch.png"" alt=""AeroCodex project patch showing a terminal prompt, rocket, orbital paths, and a RESEARCH READY / MEMORY SAFE banner."" width=""220"">"
SEGMENTS,1,1,needs_registry_or_waiver,false,false,false,nomenclature/docs/ACX-NOM-001.md,273,"| `rs.value` | Value namespace | `sample_count`, `parse_route`, `MAX_SEGMENTS` |"
SEQ-003,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,496,"PORT_STATUS_RELEASE_GATE.csv:row_0513,app_intercept_grid,foa_app_ast_app_intercept_grid,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/na"
SEQ-064,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,497,"PORT_STATUS_RELEASE_GATE.csv:row_0514,astro_circular_period,astro_circular_period,source_scilab/curtis_section09_numerical_algorithms/src/astro_circular_period.sci,orbit_two_body,medium_risk_requires_contract_review,generic numerical algori"
SEQ-074,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,507,"PORT_STATUS_RELEASE_GATE.csv:row_0524,astro_two_body_eccentricity_vector,astro_two_body_eccentricity_vector,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_eccentricity_vector.sci,orbit_two_body,medium_risk_requires_c"
SEQ-116,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,512,"PORT_STATUS_RELEASE_GATE.csv:row_0529,damped_oscillator_exact,damped_oscillator_exact,source_scilab/curtis_section09_numerical_algorithms/src/damped_oscillator_exact.sci,coordinate_transform_sensitive,medium_risk_requires_contract_review,ge"
SEQ-138,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,513,"PORT_STATUS_RELEASE_GATE.csv:row_0530,num_clamp,num_clamp,source_scilab/curtis_section09_numerical_algorithms/src/num_clamp.sci,low_risk_scalar_math,low_risk_candidate,generic numerical algorithms and toy dynamics,finite scalar input policy"
SEQ-139,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,514,"PORT_STATUS_RELEASE_GATE.csv:row_0531,num_columnize,num_columnize,source_scilab/curtis_section09_numerical_algorithms/src/num_columnize.sci,low_risk_vector_math,low_risk_candidate,generic numerical algorithms and toy dynamics,finite vector/"
SEQ-142,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,517,"PORT_STATUS_RELEASE_GATE.csv:row_0534,num_unit,num_unit,source_scilab/curtis_section09_numerical_algorithms/src/num_unit.sci,low_risk_vector_math,low_risk_candidate,generic numerical algorithms and toy dynamics,finite vector/scalar input po"
SEQ-143,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,518,"PORT_STATUS_RELEASE_GATE.csv:row_0535,num_veccross,num_veccross,source_scilab/curtis_section09_numerical_algorithms/src/num_veccross.sci,low_risk_vector_math,low_risk_candidate,generic numerical algorithms and toy dynamics,finite vector/sca"
SEQ-144,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,519,"PORT_STATUS_RELEASE_GATE.csv:row_0536,num_vecdot,num_vecdot,source_scilab/curtis_section09_numerical_algorithms/src/num_vecdot.sci,low_risk_vector_math,low_risk_candidate,generic numerical algorithms and toy dynamics,finite vector/scalar in"
SEQ-145,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,520,"PORT_STATUS_RELEASE_GATE.csv:row_0537,num_vnorm,num_vnorm,source_scilab/curtis_section09_numerical_algorithms/src/num_vnorm.sci,low_risk_vector_math,low_risk_candidate,generic numerical algorithms and toy dynamics,finite vector/scalar input"
SEQ-157,1,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,529,"PORT_STATUS_RELEASE_GATE.csv:row_0546,rates_damped_oscillator,rates_damped_oscillator,source_scilab/curtis_section09_numerical_algorithms/src/rates_damped_oscillator.sci,coordinate_transform_sensitive,medium_risk_requires_contract_review,ge"
SSZ,1,1,needs_registry_or_waiver,false,false,false,nomenclature/templates/AI_TERMINOLOGY_PACK.md,4,Generated at: `<YYYY-MM-DDTHH:MM:SSZ>`
T&,1,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,215,"C_T&=[\ce{CO2}]+[\ce{HCO3-}]+[\ce{CO3^{2-}}],\label{eq:tic}\\"
T007,1,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,94,### AC-P0.001-T007 — Structures and heat-transfer source review
T012,1,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,139,### AC-P0.001-T012 — Rayleigh-flow primitives
T013,1,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,148,### AC-P0.001-T013 — Fanno-flow primitives
T015,1,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,166,### AC-P0.001-T015 — Standard atmosphere layers and Sutherland viscosity
T016,1,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,175,### AC-P0.001-T016 — Basic aerodynamic model expansion
T017,1,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,184,### AC-P0.001-T017 — Rocket nozzle expansion and ramjet scaffold
T018,1,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,193,"### AC-P0.001-T018 — Kepler, state-vector, and J2 scaffold"
T023,1,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,238,### AC-P0.001-T023 — Thin-film BLSS calibration and validation plan
T1,1,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,4,\usepackage[T1]{fontenc}
TABLE,1,1,needs_registry_or_waiver,false,false,false,nomenclature/README.md,63,│   ├── EQUATION_SYMBOL_TABLE.yaml
TOML,1,1,software_or_repo_infrastructure,false,true,false,docs/assurance/formula_vault_staging.md,47,"A future machine-readable contract may use YAML, TOML, or another repo-approved source format. The format choice is deferred; the field requirements are not."
VV,1,1,chemical_formula_or_unit_symbol,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,377,"\ESM=M+\lambda_VV+\lambda_PP+\lambda_QQ+\lambda_tt_{\rm crew},"
